"words","avg_points","total_points","quantity"
"istriana",89.7,897,10
"hat",89.7,897,10
"feudi",89.7,897,10
"emblematic",89.7,897,10
"elevations",89.7,897,10
"96%",89.7,897,10
"smoked",89.698,102794,1146
"wood-aged",89.698,41889,467
"principally",89.698,8611,96
"bottle",89.696,238592,2660
"26%",89.696,8252,92
"lane",89.696,4126,46
"tongue-tingling",89.696,2063,23
"pekoe",89.696,2063,23
"featured",89.696,2063,23
"nervous",89.695,11481,128
"brawn",89.694,4395,49
"concrete",89.692,10494,117
"68%",89.692,3498,39
"artist",89.692,2332,26
"soak",89.692,1166,13
"lemon-like",89.692,1166,13
"proves",89.69,11301,126
"thistle",89.69,2601,29
"rouge",89.69,2601,29
"turned",89.689,30853,344
"palpable",89.689,4036,45
"beginning",89.688,30135,336
"ebullient",89.688,2870,32
"thicket",89.688,1435,16
"mud",89.688,1435,16
"accessibility",89.688,1435,16
"ably",89.688,1435,16
"super",89.687,22601,252
"1%",89.687,13184,147
"need",89.686,93094,1038
"subregion",89.686,3139,35
"seasoned",89.685,16233,181
"amarone",89.684,22959,256
"robustly",89.684,7085,79
"focuses",89.684,5112,57
"successfully",89.684,3408,38
"flamboyance",89.684,1704,19
"embroidery",89.684,1704,19
"aromas:",89.684,1704,19
"corner",89.683,5650,63
"both",89.682,228241,2545
"regional",89.682,7892,88
"elements",89.681,113357,1264
"lingers",89.681,74794,834
"6%",89.68,19909,222
"kabinett",89.68,13721,153
"basket",89.68,2242,25
"1980s",89.68,2242,25
"most",89.679,179806,2005
"drive",89.679,24841,277
"youve",89.679,2511,28
"began",89.679,2511,28
"maintains",89.677,19460,217
"varied",89.677,2780,31
"vanilla-laced",89.677,2780,31
"underlies",89.677,2780,31
"roles",89.675,3587,40
"clare",89.675,3587,40
"fruit-filled",89.674,4125,46
"lait",89.674,3856,43
"doughy",89.674,3856,43
"barrels",89.673,64385,718
"santa",89.673,40353,450
"even",89.672,211805,2362
"trio",89.672,5201,58
"bursts",89.671,25915,289
"portfolio",89.671,7622,85
"bill",89.67,10043,112
"impress",89.67,8698,97
"bold",89.669,228388,2547
"decant",89.668,33446,373
"coastal",89.667,36405,406
"jolt",89.667,5380,60
"door",89.667,3766,42
"contributing",89.667,3766,42
"philippe",89.667,2421,27
"acts",89.667,2421,27
"easier",89.667,2152,24
"warmed",89.667,1883,21
"sainte-victoire",89.667,1883,21
"depending",89.667,1883,21
"schramsberg",89.667,1614,18
"heartland",89.667,1614,18
"slatey",89.667,1345,15
"raised",89.667,1345,15
"peaking",89.667,1345,15
"morph",89.667,1345,15
"essences",89.667,1345,15
"directions",89.667,1345,15
"smidgeon",89.667,1076,12
"protagonist",89.667,1076,12
"mid-gold",89.667,1076,12
"helpings",89.667,1076,12
"submission",89.667,807,9
"startling",89.667,807,9
"pétillance",89.667,807,9
"pointe",89.667,807,9
"nappa",89.667,807,9
"k",89.667,807,9
"gushes",89.667,807,9
"empire",89.667,807,9
"chapel",89.667,807,9
"bishop",89.667,807,9
"appassimento",89.667,807,9
"combine",89.663,76124,849
"effect",89.663,18381,205
"portion",89.662,6635,74
"shame",89.662,6097,68
"australia",89.659,8159,91
"boisterous",89.658,10221,114
"flight",89.658,3407,38
"textures",89.656,8069,90
"why",89.655,18200,203
"montalcino",89.654,11924,133
"fusion",89.654,2331,26
"core",89.653,331178,3694
"needs",89.653,224670,2506
"brightness",89.653,33082,369
"perfumes",89.653,14972,167
"finally",89.653,8517,95
"nowhere",89.653,4393,49
"breathe",89.652,11834,132
"dark-fruited",89.652,2062,23
"bella",89.652,2062,23
"liqueur",89.651,45184,504
"fills",89.65,21785,243
"backs",89.65,10758,120
"wafts",89.65,7172,80
"family-run",89.65,1793,20
"flood",89.649,13268,148
"murmur",89.649,3317,37
"emerge",89.648,66788,745
"vienna",89.647,1524,17
"sets",89.645,20708,231
"aspects",89.645,12371,138
"opaque",89.645,9592,107
"dollop",89.645,9592,107
"51%",89.645,5558,62
"grained",89.643,5020,56
"meyer-lemon",89.643,2510,28
"possessed",89.643,1255,14
"position",89.643,1255,14
"optimum",89.643,1255,14
"modeled",89.643,1255,14
"challah",89.643,1255,14
"exotic",89.64,210026,2343
"growing",89.64,15418,172
"desert",89.64,2241,25
"arugula",89.639,6454,72
"black",89.638,2274468,25374
"rounding",89.637,8157,91
"between",89.636,142611,1591
"distinctive",89.636,44370,495
"partners",89.636,4930,55
"chiffon",89.636,3944,44
"vivaciously",89.636,1972,22
"maremma",89.636,1972,22
"cuddly",89.636,1972,22
"row",89.636,986,11
"preference",89.636,986,11
"plush-textured",89.636,986,11
"napa-based",89.636,986,11
"citrus-tinged",89.636,986,11
"500-liter",89.636,986,11
"contributes",89.635,7619,85
"virtually",89.635,4661,52
"vertical",89.634,3675,41
"instant",89.634,3675,41
"shells",89.633,2689,30
"red-",89.633,2689,30
"flint",89.632,39259,438
"barrel",89.631,283860,3167
"striking",89.631,11652,130
"ensemble",89.63,4123,46
"bolder",89.63,4123,46
"possessing",89.63,2420,27
"fruit-powered",89.63,2420,27
"texturally",89.627,5288,59
"spine",89.626,14609,163
"dances",89.626,13175,147
"meyer",89.625,51803,578
"producers",89.625,21510,240
"viscosity",89.625,7887,88
"wet-stone",89.625,2868,32
"bells",89.625,2151,24
"69%",89.625,2151,24
"live-wire",89.625,1434,16
"jacques",89.625,1434,16
"born",89.625,1434,16
"funk",89.624,24288,271
"goods",89.623,4750,53
"stage",89.622,83438,931
"joins",89.622,4033,45
"breathes",89.621,11113,124
"upright",89.621,7797,87
"stout",89.62,8962,100
"one-quarter",89.62,4481,50
"host",89.619,1882,21
"entrées",89.619,1882,21
"chewiness",89.619,1882,21
"assembled",89.619,1882,21
"baga",89.618,6094,68
"malbecs",89.618,4929,55
"steely",89.617,104852,1170
"wines",89.616,245459,2739
"freshness",89.615,398158,4443
"youthful",89.615,74112,827
"load",89.615,3495,39
"premium",89.615,2330,26
"opportunity",89.615,1165,13
"no-holds-barred",89.615,1165,13
"imaginable",89.615,1165,13
"colombo",89.615,1165,13
"charged",89.615,1165,13
"all-new",89.615,1165,13
"invigorating",89.614,20880,233
"lychees",89.614,3943,44
"28%",89.613,11112,124
"finds",89.612,12456,139
"springs",89.612,4391,49
"challenge",89.612,4391,49
"additional",89.611,55738,622
"reason",89.611,8513,95
"styling",89.611,6452,72
"demanding",89.611,6452,72
"starring",89.611,1613,18
"neighbors",89.611,1613,18
"jean-luc",89.611,1613,18
"housed",89.611,1613,18
"cradling",89.611,1613,18
"all-stainless",89.611,1613,18
"100%",89.61,176980,1975
"proportionate",89.61,6900,77
"sold",89.61,3674,41
"furmint",89.61,3674,41
"demonstrates",89.609,7796,87
"persistence",89.608,16667,186
"walnuts",89.608,4570,51
"cedar",89.607,269178,3004
"42%",89.606,8871,99
"evenly",89.605,3853,43
"spends",89.605,3405,38
"verdot",89.603,169888,1896
"kept",89.603,16935,189
"vibrant",89.602,227321,2537
"keeping",89.602,40948,457
"sizable",89.601,18637,208
"allow",89.6,40589,453
"purple-fruit",89.6,3584,40
"possess",89.6,2688,30
"raciness",89.6,2240,25
"brightest",89.6,2240,25
"fuissé",89.6,1792,20
"andré",89.6,1792,20
"cayenne",89.6,1344,15
"traditional-method",89.6,896,10
"subtext",89.6,896,10
"still-tight",89.6,896,10
"southeastern",89.6,896,10
"moulin",89.6,896,10
"montes",89.6,896,10
"esporão",89.6,896,10
"differentiate",89.6,896,10
"chalone",89.6,896,10
"allows",89.599,13171,147
"frames",89.598,15590,174
"wild",89.596,350588,3913
"including",89.596,44798,500
"merlots",89.596,5107,57
"reverberating",89.595,3315,37
"box",89.594,35121,392
"slightest",89.594,19442,217
"preserved",89.594,13887,155
"smoothing",89.594,2867,32
"lime-pith",89.594,2867,32
"handfuls",89.594,2867,32
"surround",89.593,11020,123
"glaze",89.593,2419,27
"botanical",89.592,4390,49
"constructed",89.591,7884,88
"unexpected",89.591,5913,66
"mouthfilling",89.59,35657,398
"juniper",89.59,29923,334
"displaying",89.59,12453,139
"punctuated",89.59,6988,78
"opposite",89.59,3494,39
"role",89.589,12632,141
"52%",89.588,6092,68
"evoking",89.588,4569,51
"mention",89.588,3046,34
"well-developed",89.588,1523,17
"relying",89.588,1523,17
"glow",89.588,1523,17
"joined",89.587,16932,189
"heels",89.586,2598,29
"cradled",89.586,2598,29
"echo",89.585,7346,82
"son",89.585,3673,41
"dusted",89.584,19619,219
"represents",89.583,13975,156
"float",89.583,11377,127
"stonetree",89.583,3225,36
"evergreen",89.583,2150,24
"spell",89.583,1075,12
"nebbiolo-based",89.583,1075,12
"estate-farmed",89.583,1075,12
"egg-shaped",89.583,1075,12
"differentiates",89.583,1075,12
"cabernet-dominated",89.583,1075,12
"marinated",89.582,12631,141
"bringing",89.58,44163,493
"médoc",89.58,4479,50
"washington",89.579,36638,409
"unmistakable",89.579,3404,38
"norm",89.579,3404,38
"steps",89.579,1702,19
"briefly",89.579,1702,19
"tobacco",89.577,461140,5148
"nuances",89.577,70766,790
"again",89.577,20961,234
"seared",89.577,12272,137
"instantly",89.577,8689,97
"rose-petal",89.577,4658,52
"beast",89.577,2329,26
"world",89.576,37801,422
"38%",89.576,8868,99
"rolls",89.571,10659,119
"satiny",89.571,6270,70
"gaining",89.571,6270,70
"exclusively",89.571,3762,42
"matching",89.571,3135,35
"gutsy",89.571,2508,28
"milled",89.571,1881,21
"now–2011",89.571,1254,14
"lights",89.571,1254,14
"honesty",89.571,1254,14
"flecks",89.571,1254,14
"menthol",89.57,106857,1193
"line",89.57,62968,703
"sure",89.57,28304,316
"christmas",89.57,9584,107
"california",89.568,85090,950
"totally",89.568,44157,493
"fragrance",89.567,40932,457
"mingling",89.567,5374,60
"meatiness",89.567,5374,60
"mistaking",89.567,2687,30
"black-cherry",89.566,58397,652
"petit",89.565,177517,1982
"areas",89.565,4120,46
"passes",89.565,2060,23
"lurk",89.565,2060,23
"second",89.564,46663,521
"holding",89.564,18092,202
"terre",89.564,3493,39
"garrigue",89.563,19256,215
"greet",89.563,10658,119
"salted",89.562,15136,169
"bosc",89.562,10031,112
"58%",89.562,6538,73
"tighter",89.562,5732,64
"mission",89.562,4299,48
"farm",89.562,2866,32
"wonders",89.562,1433,16
"marches",89.562,1433,16
"darn",89.562,1433,16
"approximately",89.562,1433,16
"33%",89.561,15494,173
"contrasting",89.561,5911,66
"vying",89.56,2239,25
"combination",89.559,51944,580
"sappy",89.559,17464,195
"cloves",89.559,9135,102
"delightful",89.558,28390,317
"pleasurable",89.557,8687,97
"spades",89.556,3224,36
"manage",89.556,3224,36
"tirage",89.556,806,9
"paprika",89.556,806,9
"notwithstanding",89.556,806,9
"mas",89.556,806,9
"identified",89.556,806,9
"benefitting",89.556,806,9
"clove",89.555,354639,3960
"boasting",89.554,15672,175
"garden",89.551,13164,147
"larger",89.551,9582,107
"closed",89.55,52118,582
"offerings",89.55,9761,109
"ive",89.55,1791,20
"haze",89.55,1791,20
"gaminess",89.55,1791,20
"dark-plum",89.55,1791,20
"combined",89.549,14507,162
"fan",89.548,3761,42
"fully",89.547,97069,1084
"highlight",89.547,17999,201
"lower",89.545,11014,123
"ties",89.545,985,11
"sunset",89.545,985,11
"sprig",89.545,985,11
"chord",89.545,985,11
"buzzing",89.545,985,11
"blue-",89.545,985,11
"andrea",89.545,985,11
"vintages",89.544,42981,480
"swirling",89.544,5104,57
"adding",89.543,60889,680
"supported",89.543,55248,617
"base",89.543,34474,385
"drum",89.543,3134,35
"edition",89.542,7432,83
"explores",89.542,2149,24
"diverse",89.542,2149,24
"boasts",89.541,102525,1145
"handful",89.541,7611,85
"fresh-faced",89.541,3313,37
"volume",89.54,14416,161
"restrained",89.538,95806,1070
"parts",89.538,45933,513
"speak",89.538,10655,119
"stéphane",89.538,2328,26
"single-block",89.538,1164,13
"one-fifth",89.538,1164,13
"increased",89.538,1164,13
"degrees",89.538,1164,13
"bounds",89.538,1164,13
"antonio",89.538,1164,13
"afraid",89.538,1164,13
"plums",89.537,123650,1381
"creating",89.537,15848,177
"soothing",89.536,9849,110
"specializes",89.536,2507,28
"balanced",89.535,703659,7859
"tea",89.535,162148,1811
"darkly",89.535,12893,144
"word",89.535,12714,142
"full-figured",89.535,3850,43
"mineral",89.533,529943,5919
"dark-skinned",89.533,31605,353
"course",89.533,17638,197
"here:",89.533,4029,45
"mill",89.533,2686,30
"dripping",89.533,2686,30
"wait",89.532,62225,695
"well-balanced",89.532,55241,617
"pleasingly",89.532,4208,47
"amidst",89.531,18891,211
"possesses",89.531,8595,96
"razor-sharp",89.531,2865,32
"together",89.53,217468,2429
"perfect",89.53,98035,1095
"wimpy",89.529,1522,17
"sums",89.529,1522,17
"strawberry-rhubarb",89.529,1522,17
"selling",89.529,1522,17
"costing",89.529,1522,17
"barely-there",89.529,1522,17
"underscored",89.528,9669,108
"purée",89.528,4745,53
"pays",89.528,3223,36
"ground",89.527,73323,819
"22%",89.527,13071,146
"inside",89.527,8147,91
"becoming",89.526,13966,156
"playing",89.526,10206,114
"mouthwateringly",89.526,3402,38
"white-wine",89.526,1701,19
"can",89.525,190240,2125
"spiciness",89.525,25425,284
"smoothes",89.525,3581,40
"pecan",89.524,3760,42
"poster",89.524,1880,21
"fleurie",89.522,2059,23
"35-year-old",89.522,2059,23
"61%",89.521,4297,48
"mocha",89.52,254863,2847
"abundantly",89.52,2238,25
"wineries",89.519,11548,129
"stillwater",89.519,4834,54
"commingling",89.519,2417,27
"thickly",89.518,9847,110
"textured",89.517,225851,2523
"oregano",89.517,48518,542
"barbara",89.517,10384,116
"villages",89.517,5371,60
"yields",89.516,11458,128
"floating",89.516,2775,31
"stretch",89.514,6266,70
"grenadine",89.514,3312,37
"bristling",89.513,13606,152
"elderflower",89.513,6803,76
"old-vine",89.512,14859,166
"notably",89.512,3849,43
"reprise",89.512,3670,41
"wrapped",89.511,81455,910
"los",89.511,7877,88
"russian",89.51,21930,245
"fino",89.51,4565,51
"macerated",89.51,4386,49
"baguette",89.508,5281,59
"balance",89.506,500520,5592
"blackened",89.506,23182,259
"into",89.505,552244,6170
"peels",89.503,16200,181
"essence",89.5,27208,304
"struck",89.5,14141,158
"charms",89.5,8413,94
"29%",89.5,7876,88
"david",89.5,7518,84
"intermingle",89.5,4833,54
"masking",89.5,4117,46
"string",89.5,3759,42
"joint",89.5,3043,34
"cherry-vanilla",89.5,2864,32
"levity",89.5,2685,30
"undrinkable",89.5,2327,26
"lover",89.5,2327,26
"child",89.5,2148,24
"foie",89.5,1790,20
"literally",89.5,1611,18
"imparted",89.5,1611,18
"closely",89.5,1611,18
"meek",89.5,1432,16
"labeling",89.5,1432,16
"insistent",89.5,1432,16
"musqué",89.5,1253,14
"symphony",89.5,1074,12
"occupies",89.5,1074,12
"discovered",89.5,1074,12
"circle",89.5,1074,12
"chives",89.5,1074,12
"reprises",89.5,895,10
"pommery",89.5,895,10
"planeta",89.5,895,10
"pinot-friendly",89.5,895,10
"over-delivers",89.5,895,10
"mole",89.5,895,10
"mineral-tinged",89.5,895,10
"grouping",89.5,895,10
"ford",89.5,895,10
"finicky",89.5,895,10
"crasto",89.5,895,10
"chandon",89.5,895,10
"leather",89.499,470498,5257
"one-third",89.497,13156,147
"once",89.495,57008,637
"substantial",89.495,48954,547
"high-toned",89.494,61393,686
"mellowed",89.494,7249,81
"revitalizing",89.494,6891,77
"slow",89.492,5638,63
"let",89.491,43403,485
"sauvignon-based",89.491,4922,55
"around",89.49,165378,1848
"flourish",89.49,8591,96
"black-pepper",89.489,7875,88
"northwest",89.489,4206,47
"aube",89.489,4027,45
"picpoul",89.488,3669,41
"providing",89.487,41701,466
"kumquat",89.487,7159,80
"process",89.486,6443,72
"chocolate",89.485,736728,8233
"crémant",89.485,2953,33
"such",89.484,73466,821
"dancing",89.484,11096,124
"park",89.484,2774,31
"term",89.483,15749,176
"austerity",89.483,10559,118
"tenuta",89.483,2595,29
"impact",89.481,11722,131
"tamed",89.481,7248,81
"75%",89.48,21833,244
"31%",89.48,9127,102
"salinity",89.48,6711,75
"indicating",89.48,2237,25
"clay",89.479,21475,240
"examples",89.479,4295,48
"delivers",89.478,377327,4217
"traditionally",89.478,4116,46
"throw",89.478,4116,46
"speckled",89.478,4116,46
"scores",89.478,4116,46
"icewine",89.478,2058,23
"subtlety",89.477,17269,193
"feminine",89.476,15211,170
"working",89.476,7337,82
"saturation",89.476,1879,21
"remember",89.476,1879,21
"hudson",89.476,1879,21
"cases",89.475,52164,583
"screams",89.475,3579,40
"extending",89.474,3400,38
"plant",89.474,1700,19
"hospices",89.474,1700,19
"aromatic",89.473,239608,2678
"brimming",89.473,16284,182
"bouschet",89.473,16284,182
"join",89.473,10021,112
"package",89.472,28273,316
"underscores",89.472,9484,106
"supplies",89.471,1521,17
"steals",89.471,1521,17
"rio",89.471,1521,17
"peardrop",89.471,1521,17
"crême",89.471,1521,17
"brethren",89.471,1521,17
"signal",89.47,5905,66
"silky",89.469,254898,2849
"telltale",89.469,2863,32
"linger",89.468,92152,1030
"reveal",89.468,41334,462
"stones",89.468,13957,156
"sinewy",89.468,9752,109
"rosewater",89.468,6889,77
"brought",89.468,6889,77
"splashes",89.467,2684,30
"cigar-box",89.467,2684,30
"importer",89.467,1342,15
"nervy",89.466,35160,393
"blends",89.465,58689,656
"support",89.464,96621,1080
"proof",89.462,3489,39
"denis",89.462,2326,26
"undergo",89.462,1163,13
"tall",89.462,1163,13
"soothes",89.462,1163,13
"pan-fried",89.462,1163,13
"fight",89.462,1163,13
"apple-peel",89.462,1163,13
"93%",89.462,1163,13
"them",89.461,46341,518
"stands",89.459,18697,209
"laden",89.459,8767,98
"rendered",89.459,5457,61
"relative",89.459,5457,61
"knows",89.459,3310,37
"components",89.457,34620,387
"solidly",89.457,19949,223
"muscadet",89.457,7246,81
"ripeness",89.456,145455,1626
"origins",89.456,10198,114
"usual",89.455,20664,231
"harvested",89.455,6888,77
"bed",89.455,3936,44
"alto",89.455,2952,33
"scotch",89.455,984,11
"members",89.455,984,11
"medium-strength",89.455,984,11
"intermingling",89.455,984,11
"dots",89.455,984,11
"cheesecake",89.455,984,11
"casavecchia",89.455,984,11
"$25",89.455,984,11
"example",89.454,70669,790
"pristine",89.453,36139,404
"mixing",89.452,11271,126
"included",89.452,3757,42
"denser",89.451,4562,51
"energized",89.45,3578,40
"regularly",89.45,1789,20
"full-bodied",89.449,467549,5227
"appreciate",89.449,11360,127
"never",89.448,44903,502
"maple",89.448,34527,386
"evidenced",89.448,2594,29
"using",89.447,18605,208
"dustiness",89.447,3399,38
"ynez",89.446,5814,65
"authentic",89.446,5814,65
"full-force",89.444,5635,63
"partial",89.444,4830,54
"shouldnt",89.444,4025,45
"cling",89.444,3220,36
"pricier",89.444,2415,27
"recioto",89.444,1610,18
"performance",89.444,1610,18
"perform",89.444,1610,18
"acquire",89.444,1610,18
"subtlest",89.444,805,9
"rubin",89.444,805,9
"lips",89.444,805,9
"isolated",89.444,805,9
